"","game_name","developer","publisher","Month","Year","age_rating","game_rating","Dreamcast","Wireless","Saturn","Android","iPad","iPhone","Arcade","GameCube","Genesis","Macintosh","PC","Nintendo","GameBoy","NES","PlayStation","Xbox","Wii","otherPlatform","Flight","Music","Simulation","Fighting","Platformer","Puzzle","Strategy","Adventure","RPG","Racing","Shooter","Sports","Action","otherGenre","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1118","Capcom vs. SNK: Millennium Fight 2000","Capcom Production Studio 1","Capcom","November","2000"," T",8.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,2,7,2,4,0,3,8,9
"1119","Capcom vs. SNK 2: Mark of the Millennium 2001","Capcom Production Studio 1","Capcom","November","2001"," T",8.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,5,2,5,3,6,3,6,8,6
"1120","Captain America: Super Soldier","High Voltage Software","SEGA","July","2011"," T",5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,0,7,2,2,2,4,7,9
"1121","Captain Toad: Treasure Tracker","Nintendo","Nintendo","December","2014"," E",8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,2,3,7,2,2,12,8,21
"1122","Car Battler Joe","other","Natsume","July","2002"," E",7.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,2,4
"1124","Car Tycoon","other","other","January","2002"," E",4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3,1
"1128","Cardinal Syn","other","Sony Computer Entertainment","August","1998"," M",5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,3,13,4,6,3,7,15,9
"1130","Carmageddon","other","Interplay","July","1997"," M",3,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,9,2,4,3,4,4,6,6,11
"1132","Carmageddon TDR 2000","Torus Games","other","unreleased",NA,NA,5.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,2
"1133","Carmageddon 64","other","other","July","2000"," M",1.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,2,4,3,4,4,6,6,11
"1134","Carmageddon: Max Damage","other","other","July","2016"," M",5.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,1,2,5
"1135","Carnage Heart","other","Sony Computer Entertainment","October","1996"," E",9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,2,4,1,1,2,4,4,13
"1141","Carnivores","other","GT Interactive","December","1998"," T",7.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,1,1,2,4,4
"1143","Carnivores: Dinosaur Hunter","other","other","August","2010"," T",4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,2,1,1,1,3,2,6
"1144","Carnivores: Ice Age","other","other","January","2000"," T",5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,3,2,1,2,6,3,10
"1147","Cars","other","THQ","June","2006"," E",7.2,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,0,2,0,1,8,4,7
"1148","Cars 2","other","Disney Interactive Studios","July","2011"," E10+",8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,7,4,4,4,2,5,6,7,17
"1149","Cars Mater-National Championship","other","THQ","December","2007"," E",6.8,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1,1,0,6
"1150","Cars Race-O-Rama","other","THQ","October","2009"," E",5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,3
"1151","Cartoon Network Racing","other","other","November","2006"," E",3.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,2,1,3,4,4
"1157","Castle Crashers","other","other","August","2010"," T",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,14,6,9,12,8,9,9,15,32
"1158","Castle of Illusion Starring Mickey Mouse","other","SEGA","September","2013"," E",6.7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,3,5,5,2,5,6,8,9
"1159","Castle of Magic","Gameloft","Gameloft","November","2009"," E",8.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,2,4,5,3,7,4,6,12
"1161","CastleStorm","other","other","May","2013"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,1,2,0,1,3,4
"1162","Castlevania","Konami","Konami","May","1987"," T",9,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,1,1,4
"1163","Castlevania Anniversary Collection","Konami","Konami","May","2019"," T",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,1,0,1,1,4
"1164","Castlevania Chronicles","Konami TYO","Konami","October","2001"," T",7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,3,1,8,4,19
"1165","Castlevania II: Simon's Quest","Konami","Konami","November","1988",NA,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,7,3,3,4,2,1,6,7,12
"1166","Castlevania III: Dracula's Curse","Konami","Konami","December","1990",NA,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,1,3,7,3,2,9,4,18
"1167","Castlevania Judgment","Konami","Konami","November","2008"," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,5,0,2,2,4,5,12
"1170","Castlevania: Aria of Sorrow","Konami TYO","Konami","May","2003"," T",9.3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,17,5,11,11,6,6,16,17,29
"1171","Castlevania: Circle of the Moon","other","Konami","June","2001"," T",9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,12,7,7,7,8,5,11,18,20
"1172","Castlevania: Dawn of Sorrow","Konami TYO","Konami","October","2005"," T",9.3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,12,6,9,7,7,4,11,18,23
"1173","Castlevania: Harmony of Despair","Konami","Konami","August","2010"," T",7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2,2,2,0,2,2,4
"1174","Castlevania: Harmony of Dissonance","Konami","Konami","September","2002"," T",9.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,9,4,7,10,4,5,11,10,16
"1175","Castlevania: Lament of Innocence","Konami TYO","Konami","June","2013"," M",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,3,6,6,5,1,7,7,10
"1176","Castlevania: Legacy of Darkness","other","Konami","December","1999"," T",6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,8,0,3,4,1,3,4,3,11
"1177","Castlevania: Lords of Shadow","other","Konami","October","2010"," M",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,8,4,10,7,5,3,12,9,17
"1179","Castlevania: Lords of Shadow 2","other","Konami","February","2014"," M",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,5,3,7,2,3,3,4,10,9
"1181","Castlevania: Order of Ecclesia","Konami","Konami","October","2008"," T",9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,1,5,3,6,2,6,10,7
"1182","Castlevania: Portrait of Ruin","Konami","Konami","December","2006"," T",8.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,14,5,16,8,11,6,16,22,27
"1183","Castlevania: Symphony of the Night","Konami","Konami","October","1997"," T",9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,7,3,2,9,5,3,8,5,17
"1184","Castlevania: The Adventure ReBirth","other","Konami","December","2009"," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,3
"1185","Castlevania: The Dracula X Chronicles","Konami","Konami","October","2007"," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,13,3,8,9,7,8,13,8,19
"1186","Spirits & Spells","other","DreamCatcher Interactive","September","2003"," E",5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,5,3,3,1,3,6,3
"1187","Castrol Honda Superbike Racing","other","Electronic Arts","May","1999"," E",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,1,3,2,4,2,6,5,14
"1189","Catherine","Atlus","Atlus","July","2011"," M",9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,1,1,0,2,3,1,4
"1190","Catherine: Full Body","other","Atlus","September","2019"," M",8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,11,5,11,13,7,7,14,18,40
"1191","Catwoman","other","other","December","1999"," E",3,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,34,20,38,25,25,22,40,65,64
"1194","Petz: Catz 2","Ubisoft","Ubisoft","November","2007"," E",6.7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,9,6,9,10,5,4,11,11,14
"1195","Cave Story","other","other","November","2010"," E10+",8.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,16,10,21,10,14,10,25,30,49
"1196","Cave Story 3D","other","NIS","November","2011"," E10+",8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,16,10,21,10,14,10,25,30,49
"1197","Cel Damage","other","Electronic Arts","October","2001"," T",6.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7,5,3,5,6,7,2,8,14,14
"1199","CellFactor: Psychokinetic Wars","other","Ubisoft","June","2009"," T",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,4,4,3,2,10,8,13
"1200","CellFactor: Revolution","other","other","May","2007"," M",5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,3,0,2,1,5,5,8
"1201","Centipede","other","other","released",NA,NA,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,1,3,4,3,2,7,7,14
"1205","Ceville","other","other","December","2009",NA,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,6,3,4,7,4,1,6,5,20
"1206","Chameleon Twist","other","Sunsoft","December","1997","E",6.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,2,3,2,4,2,4,9
"1207","Champions Online","other","Atari","canceled",NA," T",7.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,8,0,3,6,0,4,8,2,17
"1208","Championship Bass","other","Electronic Arts","March","2000"," E",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1
"1209","Championship Manager 2007","other","other","N",NA,NA,7.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,3
"1210","Championship Manager 2008","other","Eidos Interactive","November","2007",NA,7.2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,5,1,5
"1213","Championship Motocross Featuring Ricky Carmichael","other","THQ","September","1999"," E",8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,2,0,3,0,2,3,2
"1214","Championship Pool","other","other","December","1993"," E",4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,3,1,4,1,1,4,8
"1215","Championship Rally","other","other","January","2001",NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"1217","Chaos Field","other","other","December","2005"," E",6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,3,6,3,3,2,2,8,6
"1219","Chaos Legion","other","Capcom","August","2003"," T",6.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6,3,8,6,6,2,7,13,19
"1220","Charlie Blast's Territory","other","other","April","1999"," E",6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,6,2,5,5,3,11,8
"1221","Charlie's Angels","Ubisoft","Ubisoft","canceled",NA,NA,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8,16,5,10,14,7,6,24,16,40
"1222","Charlotte's Web","other","SEGA","September","2006"," RP",6.5,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,17,6,11,14,7,9,11,18,30
"1224","Chase H.Q.","Taito","Taito","December","1991"," E",4.5,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,8,2,5,5,2,2,6,9,11
"1225","Chase H.Q. Secret Police","Taito","other","September","1999"," E",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,8,2,5,5,2,2,6,9,11
"1226","Covert Ops: Nuclear Dawn","other","Activision","June","2000"," M",4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,1,8,5,4,5,9,9,13
"1227","Chase: Hollywood Stunt Driver","other","BAM! Entertainment","September","2002"," T",4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,1,1,0,2,3,3,7
"1230","Chasm","other","other","July","2018"," T",7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,2,5,3,3,15,5,12
"1232","The Chessmaster","other","other","January","1990"," E",8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,3,3,0,3,4,3,6
"1233","Chessmaster: The Art of Learning","Ubisoft","Ubisoft","February","2008"," E",7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,3,3,0,3,4,3,6
"1237","Chibi-Robo: Park Patrol","other","Nintendo","October","2007"," E",7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,7,1,8
"1239","Chicken Little","other","other","N",NA," E10+",7,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,8,3,4,0,6,10,12
"1240","Chicken Little: Ace in Action","other","other","November","2006"," E10+",7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,2,7,1,2,2,5,6,7
"1241","Chicken Run","Blitz Games","Eidos Interactive","November","2000"," E",6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,13,3,10,8,6,8,10,12,21
"1243","Child of Eden","other","Ubisoft","June","2011"," E10+",8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,11,1,6,9,4,4,8,6,17
"1244","Child of Light","Ubisoft Montreal","Ubisoft","April","2014"," E10+",9.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,12,1,3,17,4,4,14,7,35
"1245","Children of Mana","Square Enix","Square Enix","October","2006"," E10+",8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,10,3,8,8,5,9,14,16,18
"1246","Chili Con Carnage","other","Eidos Interactive","February","2007"," M",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,3,3,2,6,3,7,6
"1248","China Warrior","Hudson Soft","other","December","1989",NA,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,3,6,0,6,0,5,10,5
"1249","Chip's Challenge","other","Atari Corp. (1984-2003)","December","1991",NA,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,1,2,4,1,1,5,4,14
"1251","Chivalry: Medieval Warfare","other","other","October","2012"," M",7.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,4,0,1,0,4,5,7
"1252","Cho Aniki","other","other","N",NA,NA,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,3,4,5,1,1,6,5,9
"1253","Chocobo Racing","Square","Square","August","1999"," E",5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,11,1,7,5,8,5,12,20,21
"1254","Chocobo's Dungeon 2","Square","Square","December","1999"," E",6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,2,9,7,3,3,8,9,14
"1255","Chopper Attack","other","Midway  Games","June","1998"," T",5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,3,0
"1257","Chromehounds","FromSoftware","SEGA","July","2006"," T",6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,5,1,8,2,1,0,8,11,13
"1258","Chrono Cross","Unknown","Square","unreleased",NA,NA,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,25,7,17,12,14,12,28,37,51
"1259","Chrono Trigger","Square","Square","March","1995","E",8.8,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,13,28,8,20,19,16,10,22,34,61
"1260","Chronos","other","other","March","2016"," T",8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,3,2,2,0,2,1,2
"1261","Chronos Twins DX","other","other","January","2010"," E10+",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,2,1,0,0,6,3,8
"1262","Chu Chu Rocket","SEGA","SEGA","November","2011"," E",8.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,1,4,7,2,2,8,3,20
"1263","ChuChu Rocket","Sonic Team","SEGA","March","2000"," E",9.1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,7,1,4,7,2,2,8,3,20
"1266","Cities XL","other","other","October","2009"," E",8.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,0,2,6,2,0,9,6,24
"1267","Cities in Motion","other","Paradox  Interactive","February","2011"," E",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
"1268","Cities in Motion 2","other","Paradox  Interactive","June","2013"," RP",7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1269","Cities: Skylines","other","Paradox  Interactive","March","2015"," E",8.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,4,2,2,11,2,19
"1271","Citizens of Earth","other","Atlus","January","2015"," E10+",6.5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,2,4,3
"1272","City Connection","other","other","December","1988",NA,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,6,1,3,3,1,1,7,3,7
"1276","City of Heroes","other","other","April","2004"," T",8.4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,20,7,12,15,12,9,27,25,49
"1277","City of Heroes: Going Rogue","other","other","August","2010"," T",7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,20,7,12,15,12,9,27,25,49
"1278","City of Villains","other","other","October","2005"," T",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,20,7,12,15,12,9,27,25,49
"1279","CivCity: Rome","other","2K Games","July","2006"," E10+",8.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2
"1280","Civilization: Call to Power","other","Activision","March","1999"," E",4.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,13,6,13,8,9,6,9,18,27
"1281","Clans","other","Strategy First","August","1999"," T",5.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,0,2
"1283","Classic British Motor Racing","Data Design Interactive","other","N",NA,NA,2.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,2,1,6,4,4,5,6,15
"1284","Classified: The Sentinel Crisis","Torus Games","other","May","2005"," T",2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,4,1,4,0,8,9,11
"1285","ClayFighter III","other","Interplay","canceled",NA,NA,3.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,9,3,4,4,6,3,7,14,19
"1287","ClayFighter: Tournament Edition","Visual Concepts","Interplay","November","1994",NA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,6,7,9,6,9,9,17,17
"1288","Clive Barker's Jericho","other","Codemasters","October","2007"," M",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,5,1,5,4,5,2,3,8,7
